brand,expression,whisky_type,age_statement,pack_size_ml,bottle_price,price_band,is_gift_boxed,peat_profile,tier,store_type,shelf_zone,display_type,promo_flag,city_region,week,purchase_type,occasion,basket_role,repeat_purchase_flag,days_since_last_purchase,units_bought,estimated_buyer_stage,product_desc_raw,shelf_tag_raw,promo_text_raw,notes_text
Chivas Regal,12,blend,12.0,750,442.73,step_up,1,light,core,premium_store,feature_display,standard,0,West Rand,11,self,,primary,0,,1,familiar,Chivas Regal 12 gift pack,Chivas Regal 12 - R443,,
Johnnie Walker,Red Label,blend,,1000,387.03,step_up,0,light,entry,liquor_store,eye_level,promo_stack,0,Centurion,10,mixed,,primary,0,86.0,1,entry,Johnnie Walker Red Label whisky,Johnnie Walker Red Label 1000ML,,
Chivas Regal,12,blend,12.0,1000,586.28,premium_window,1,light,core,premium_store,lower,standard,1,Sandton,15,mixed,quiet pour,primary,0,62.0,1,preference_led,Chivas Regal 12 blend gift box,Chivas Regal 12 Gift,gift ready bottle special,Looked like a gift decision more than a regular buy.
Johnnie Walker,Red Label,blend,,1000,404.92,step_up,1,light,entry,premium_store,eye_level,standard,1,Midrand,6,self,quiet pour,primary,1,51.0,1,entry,Johnnie Walker Red Label whisky gift box,Johnnie Walker Red Label - R405,gift box offer,"premium shelf got traffic, but not much conversion late week"
Lagavulin,16,single_malt,16.0,750,1407.42,top_shelf,1,heavy,distinctive,liquor_store,eye_level,standard,0,Soweto,14,gift,,primary,0,,2,preference_led,Lagavulin 16 blend gift box,Lagavulin 16 750ML,,"repeat-looking purchase, no real hesitation"
Glenlivet,12,single_malt,12.0,750,612.58,premium_window,1,light,premium,premium_store,feature_display,standard,0,Centurion,9,self,braai night,primary,0,,1,entry,Glenlivet 12 Scotch 750ml,Glenlivet 12 Gift,,promo got attention but not a big basket
Glenfiddich,12,single_malt,12.0,750,478.88,premium_window,1,light,premium,liquor_store,lower,standard,0,Centurion,52,gift,last-minute dinner,primary,0,,1,exploratory,Glenfiddich 12 whisky gift box,Glenfiddich 12 750 ML,,"shopper hovered, then came back after another aisle"
Johnnie Walker,Black Label,blend,12.0,750,481.62,step_up,1,medium,core,premium_store,eye_level,promo_stack,0,West Rand,39,mixed,braai night,primary,0,,1,familiar,Johnnie Walker Black Label Scotch 750ml gift box,Johnnie Walker Black Label whisky,,
Laphroaig,10,single_malt,10.0,750,966.59,stretch,0,heavy,distinctive,liquor_store,lower,standard,0,Sandton,49,mixed,,primary,0,118.0,1,familiar,Laphroaig 10 Scotch 750ml,Laphroaig 10 Gift,,
Glenlivet,12,single_malt,12.0,700,431.68,step_up,0,light,premium,liquor_store,feature_display,gift_section,1,Randburg,41,mixed,birthday run,primary,0,,1,familiar,Glenlivet 12 Scotch 700ml,Glenlivet 12 Gift,price drop while stock lasts,Asked for something smoother than usual.
Glenfiddich,12,single_malt,12.0,750,510.32,premium_window,0,light,premium,liquor_store,end_cap,standard,0,Fourways,11,self,try something else,primary,0,117.0,1,preference_led,Glenfiddich 12 blend,Glenfiddich 12 whisky,,
Glenfiddich,12,single_malt,12.0,700,531.14,premium_window,0,light,premium,retail_chain,end_cap,standard,0,Pretoria East,45,self,quiet pour,primary,0,,1,preference_led,Glenfiddich 12 700ml,G 12 700,,
Johnnie Walker,Red Label,blend,,750,241.45,budget_edge,1,light,entry,retail_chain,lower,gift_section,0,Centurion,31,self,,add_on,0,,1,entry,Johnnie Walker Red Label blend gift box,Johnnie Walker Red Label 750 ml,,"repeat-looking purchase, no real hesitation"
Glenfiddich,12,single_malt,12.0,700,436.99,step_up,0,light,premium,retail_chain,lower,standard,0,West Rand,32,mixed,quiet pour,primary,0,,1,familiar,Glenfiddich 12 Scotch 700ml,Glenfiddich 12 700ML,,Promo got attention but not a big basket.
Johnnie Walker,Black Label,blend,12.0,1000,543.85,premium_window,1,medium,core,retail_chain,lower,promo_stack,0,Centurion,8,mixed,,primary,0,,1,exploratory,Johnnie Walker Black Label Scotch 1000ml gift box,Johnnie Walker Black Label whisky,,"Buyer seemed curious, not fully convinced."
Monkey Shoulder,Blended Malt,blend,,750,391.74,step_up,0,medium,core,retail_chain,eye_level,gift_section,0,Sandton,13,self,,primary,0,,1,familiar,Monkey Shoulder Blended Malt 750ml,Monkey Shoulder Blended Malt whisky,,
Glenfiddich,12,single_malt,12.0,700,524.06,premium_window,1,light,premium,liquor_store,end_cap,promo_stack,1,Centurion,15,self,month-end stock-up,primary,0,87.0,1,exploratory,Glenfiddich 12 gift pack,Glenfiddich 12 Gift,gift ready bottle special,Staff said peat was a hard sell here.
Johnnie Walker,Red Label,blend,,750,253.27,budget_edge,0,light,entry,liquor_store,eye_level,standard,0,Soweto,41,mixed,quiet pour,primary,0,113.0,1,entry,Johnnie Walker Red Label single malt,Johnnie Walker Red Label Gift,,"repeat-looking purchase, no real hesitation"
Johnnie Walker,Red Label,blend,,750,256.04,budget_edge,1,light,entry,retail_chain,eye_level,standard,0,Pretoria East,26,gift,weekend top-up,primary,1,53.0,1,familiar,Johnnie Walker Red Label Scotch 750ml gift box,Johnnie Walker Red Label - R256,,looked like a gift decision more than a regular buy
Glenlivet,12,single_malt,12.0,750,482.47,premium_window,0,light,premium,retail_chain,feature_display,standard,0,Randburg,33,mixed,weekend top-up,primary,0,82.0,1,familiar,Glenlivet 12 blend,G 12 750,,"Repeat-looking purchase, no real hesitation."
Johnnie Walker,Black Label,blend,12.0,750,404.42,step_up,1,medium,core,retail_chain,feature_display,standard,0,Fourways,37,mixed,,primary,0,71.0,1,entry,Johnnie Walker Black Label single malt gift box,Johnnie Walker Black Label - R404,,"buyer seemed curious, not fully convinced"
Johnnie Walker,Black Label,blend,12.0,1000,429.03,step_up,0,medium,core,liquor_store,eye_level,standard,0,Sandton,11,self,quiet pour,primary,1,36.0,1,familiar,Johnnie Walker Black Label Scotch 1000ml,Johnnie Walker Black Label 1000ML,,
Monkey Shoulder,Blended Malt,blend,,750,449.76,step_up,1,medium,core,liquor_store,feature_display,gift_section,0,East Rand,30,self,quiet pour,add_on,0,,1,exploratory,Monkey Shoulder Blended Malt 750ml gift box,Monkey Shoulder Blended Malt Gift,,"Premium shelf got traffic, but not much conversion late week."
Johnnie Walker,Red Label,blend,,750,281.63,budget_edge,1,light,entry,premium_store,end_cap,gift_section,0,Randburg,47,gift,try something else,primary,0,68.0,1,entry,Johnnie Walker Red Label single malt gift box,Johnnie Walker Red Label Gift,,
Johnnie Walker,Red Label,blend,,1000,344.44,step_up,0,light,entry,premium_store,eye_level,gift_section,0,West Rand,2,mixed,birthday run,primary,0,,1,exploratory,Johnnie Walker Red Label single malt,Johnnie Walker Red Label 1000ML,,
Johnnie Walker,Red Label,blend,,750,261.36,budget_edge,0,light,entry,liquor_store,eye_level,gift_section,0,East Rand,6,gift,try something else,primary,0,,1,familiar,Johnnie Walker Red Label blend,Johnnie Walker Red Label Gift,,picked from the feature end after a long look
Lagavulin,16,single_malt,16.0,750,1551.28,top_shelf,0,heavy,distinctive,liquor_store,feature_display,standard,0,Rosebank,25,self,,primary,1,5.0,1,preference_led,Lagavulin 16 single malt,Lagavulin 16 - R1551,,
Monkey Shoulder,Blended Malt,blend,,750,412.59,step_up,0,medium,core,premium_store,eye_level,gift_section,0,Midrand,21,mixed,quiet pour,primary,0,55.0,1,familiar,Monkey Shoulder Blended Malt Scotch 750ml,Monkey Shoulder Blended Malt 750 ml,,promo got attention but not a big basket
Glenfiddich,12,single_malt,12.0,750,496.38,premium_window,0,light,premium,retail_chain,lower,gift_section,0,Fourways,5,mixed,braai night,primary,0,,1,familiar,Glenfiddich 12 blend,Glenfiddich 12 - R496,,"premium shelf got traffic, but not much conversion late week"
Johnnie Walker,Red Label,blend,,750,262.11,budget_edge,0,light,entry,liquor_store,end_cap,gift_section,0,Centurion,40,self,quiet pour,primary,1,9.0,1,familiar,Johnnie Walker Red Label blend,Johnnie Walker Red Label 750ML,,looked like a gift decision more than a regular buy
Chivas Regal,12,blend,12.0,750,392.42,step_up,1,light,core,retail_chain,eye_level,promo_stack,1,East Rand,3,gift,,primary,0,76.0,1,entry,Chivas Regal 12 blend,Chivas Regal 12 750ML,premium pour week,
Johnnie Walker,Black Label,blend,12.0,750,416.06,step_up,0,medium,core,liquor_store,lower,gift_section,1,Midrand,20,self,quiet pour,add_on,0,,1,familiar,Johnnie Walker Black Label single malt,Johnnie Walker Black Label 750ML,shelf talker only,
Lagavulin,16,single_malt,16.0,750,1496.72,top_shelf,0,heavy,distinctive,premium_store,feature_display,gift_section,0,Pretoria East,4,gift,host gift,primary,0,,1,preference_led,Lagavulin 16 750ml,Lagavulin 16 750 ml,,
Johnnie Walker,Black Label,blend,12.0,1000,650.36,premium_window,1,medium,core,premium_store,eye_level,standard,0,Randburg,26,mixed,host gift,primary,0,,1,familiar,Johnnie Walker Black Label gift pack,Johnnie Walker Black Label - R650,,buyer traded up from a usual blend
Johnnie Walker,Black Label,blend,12.0,750,467.1,step_up,0,medium,core,liquor_store,feature_display,standard,0,West Rand,39,mixed,birthday run,primary,1,40.0,1,familiar,Johnnie Walker Black Label gift pack,Johnnie Walker Black Label 750ML,,
Chivas Regal,12,blend,12.0,750,350.67,step_up,0,light,core,retail_chain,eye_level,promo_stack,0,Centurion,34,self,,primary,1,18.0,1,exploratory,Chivas Regal 12 gift pack,Chivas Regal 12 whisky,,
Glenlivet,12,single_malt,12.0,750,506.83,step_up,1,light,premium,retail_chain,eye_level,standard,0,Sandton,11,gift,try something else,primary,1,49.0,2,preference_led,Glenlivet 12 gift pack,Glenlivet 12 750ML,,"shopper hovered, then came back after another aisle"
Monkey Shoulder,Blended Malt,blend,,750,431.59,step_up,0,medium,core,retail_chain,feature_display,promo_stack,0,Sandton,38,self,weekend top-up,primary,1,22.0,1,familiar,Monkey Shoulder Blended Malt blend,Monkey Shoulder Blended Malt - R432,,picked from the feature end after a long look
Laphroaig,10,single_malt,10.0,750,1209.14,top_shelf,1,heavy,distinctive,premium_store,eye_level,standard,0,Randburg,7,self,last-minute dinner,primary,1,23.0,1,exploratory,Laphroaig 10 gift pack,Laphroaig 10 750ML,,
Johnnie Walker,Black Label,blend,12.0,750,485.54,step_up,1,medium,core,liquor_store,lower,standard,1,Pretoria East,29,mixed,last-minute dinner,primary,0,111.0,1,entry,Johnnie Walker Black Label blend,Johnnie Walker Black Label Gift,gift box offer,
Johnnie Walker,Red Label,blend,,750,260.71,budget_edge,0,light,entry,liquor_store,lower,promo_stack,1,East Rand,19,self,,primary,0,,1,entry,Johnnie Walker Red Label Scotch 750ml,Johnnie Walker Red Label - R261,shelf talker only,
Johnnie Walker,Red Label,blend,,750,235.78,budget_edge,0,light,entry,liquor_store,eye_level,standard,0,West Rand,9,self,quiet pour,add_on,0,126.0,1,familiar,Johnnie Walker Red Label Scotch 750ml,Johnnie Walker Red Label whisky,,asked for something smoother than usual
Johnnie Walker,Black Label,blend,12.0,1000,549.27,premium_window,0,medium,core,liquor_store,end_cap,promo_stack,0,Midrand,38,self,birthday run,primary,0,,1,familiar,Johnnie Walker Black Label 1000ml,JW Black Label 1000,,"shopper hovered, then came back after another aisle"
Monkey Shoulder,Blended Malt,blend,,750,425.46,step_up,0,medium,core,liquor_store,end_cap,promo_stack,0,Randburg,6,self,host gift,primary,1,28.0,1,exploratory,Monkey Shoulder Blended Malt gift pack,Monkey Shoulder Blended Malt whisky,,
Johnnie Walker,Red Label,blend,,750,219.0,budget_edge,0,light,entry,liquor_store,lower,standard,0,Pretoria East,10,self,,primary,0,68.0,1,familiar,Johnnie Walker Red Label blend,J Walker Red Label 750ML,,"buyer seemed curious, not fully convinced"
Glenfiddich,12,single_malt,12.0,700,445.08,step_up,0,light,premium,liquor_store,lower,standard,0,Pretoria East,10,self,birthday run,primary,1,19.0,1,exploratory,Glenfiddich 12 blend,Glenfiddich 12 700ML,,
Glenfiddich,12,single_malt,12.0,700,494.04,premium_window,0,light,premium,retail_chain,end_cap,standard,0,Sandton,48,self,host gift,primary,1,44.0,1,familiar,Glenfiddich 12 blend,Glenfiddich 12 whisky,,"repeat-looking purchase, no real hesitation"
Johnnie Walker,Red Label,blend,,750,222.54,budget_edge,0,light,entry,liquor_store,lower,standard,0,Midrand,28,self,braai night,primary,1,34.0,1,familiar,Johnnie Walker Red Label 750ml,Johnnie Walker Red Label Gift,,
Johnnie Walker,Red Label,blend,,750,244.9,budget_edge,0,light,entry,retail_chain,feature_display,standard,0,Centurion,40,mixed,weekend top-up,primary,0,,1,entry,Johnnie Walker Red Label whisky,Johnnie Walker Red Label - R245,,
Chivas Regal,12,blend,12.0,750,427.4,step_up,0,light,core,liquor_store,eye_level,standard,0,Fourways,30,self,last-minute dinner,primary,0,,1,familiar,Chivas Regal 12 750ml,Chivas Regal 12 Gift,,"shopper hovered, then came back after another aisle"
Laphroaig,10,single_malt,10.0,750,909.34,stretch,1,heavy,distinctive,retail_chain,lower,promo_stack,0,Midrand,8,self,quiet pour,primary,0,,1,exploratory,Laphroaig 10 Scotch 750ml,L 10 750,,
Johnnie Walker,Black Label,blend,12.0,750,391.5,step_up,0,medium,core,liquor_store,end_cap,standard,0,West Rand,20,self,,primary,1,25.0,2,familiar,Johnnie Walker Black Label 750ml,JW Black Label 750,,staff said peat was a hard sell here
Glenlivet,12,single_malt,12.0,700,428.2,step_up,0,light,premium,retail_chain,lower,standard,1,East Rand,50,self,last-minute dinner,primary,0,71.0,1,exploratory,Glenlivet 12 single malt,Glenlivet 12 700ML,2 for less on selected whisky,Picked from the feature end after a long look.
Glenlivet,12,single_malt,12.0,750,458.46,step_up,0,light,premium,liquor_store,lower,standard,1,Randburg,23,self,birthday run,add_on,1,55.0,1,familiar,Glenlivet 12 single malt,Glenlivet 12 - R458,price drop while stock lasts,"buyer seemed curious, not fully convinced"
Monkey Shoulder,Blended Malt,blend,,750,402.56,step_up,0,medium,core,retail_chain,end_cap,gift_section,1,Fourways,32,self,,primary,0,,1,entry,Monkey Shoulder Blended Malt Scotch 750ml,Monkey Shoulder Blended Malt - R403,shelf talker only,asked for something smoother than usual
Chivas Regal,12,blend,12.0,1000,580.01,premium_window,1,light,core,liquor_store,eye_level,standard,0,Fourways,3,mixed,,primary,0,31.0,1,exploratory,Chivas Regal 12 Scotch 1000ml,Chivas Regal 12 1000ML,,
Johnnie Walker,Black Label,blend,12.0,1000,594.42,premium_window,0,medium,core,retail_chain,end_cap,standard,1,Sandton,21,self,quiet pour,primary,0,,2,entry,Johnnie Walker Black Label 1000ml,Johnnie Walker Black Label Gift,bundle with glassware,looked like a gift decision more than a regular buy
Johnnie Walker,Black Label,blend,12.0,1000,617.06,premium_window,0,medium,core,liquor_store,feature_display,standard,1,Randburg,25,self,braai night,primary,0,95.0,1,familiar,Johnnie Walker Black Label blend,Johnnie Walker Black Label whisky,gift ready bottle special,"premium shelf got traffic, but not much conversion late week"
Chivas Regal,12,blend,12.0,1000,671.26,premium_window,1,light,core,premium_store,eye_level,standard,0,Soweto,7,mixed,braai night,primary,1,19.0,1,entry,Chivas Regal 12 1000ml,Chivas Regal 12 - R671,,
Monkey Shoulder,Blended Malt,blend,,750,448.18,step_up,0,medium,core,premium_store,feature_display,standard,0,Sandton,43,self,braai night,primary,0,,1,exploratory,Monkey Shoulder Blended Malt single malt,Monkey Shoulder Blended Malt Gift,,asked for something smoother than usual
Johnnie Walker,Red Label,blend,,750,282.35,budget_edge,0,light,entry,liquor_store,eye_level,standard,0,Rosebank,33,mixed,last-minute dinner,primary,1,27.0,1,entry,Johnnie Walker Red Label 750ml,Johnnie Walker Red Label 750 ML,,picked from the feature end after a long look
Chivas Regal,12,blend,12.0,1000,565.44,premium_window,0,light,core,liquor_store,eye_level,standard,0,Rosebank,37,gift,,primary,0,55.0,1,entry,Chivas Regal 12 whisky,Chivas Regal 12 - R565,,Picked from the feature end after a long look.
Glenlivet,12,single_malt,12.0,750,486.59,step_up,0,light,premium,liquor_store,eye_level,standard,0,Midrand,16,mixed,,primary,0,35.0,1,exploratory,Glenlivet 12 whisky,Glenlivet 12 750ML,,"Premium shelf got traffic, but not much conversion late week."
Johnnie Walker,Black Label,blend,12.0,1000,556.96,premium_window,0,medium,core,retail_chain,lower,standard,1,Soweto,46,self,birthday run,primary,0,74.0,1,preference_led,Johnnie Walker Black Label single malt,Johnnie Walker Black Label 1000 ML,shelf talker only,"shopper hovered, then came back after another aisle"
Chivas Regal,12,blend,12.0,750,366.44,step_up,1,light,core,liquor_store,lower,standard,1,Centurion,37,mixed,,primary,0,62.0,1,exploratory,Chivas Regal 12 whisky gift box,Chivas Regal 12 - R366,2 for less on selected whisky,promo got attention but not a big basket
Johnnie Walker,Black Label,blend,12.0,750,419.59,step_up,1,medium,core,premium_store,lower,gift_section,1,Sandton,16,mixed,,primary,0,,1,exploratory,Johnnie Walker Black Label 750ml,Johnnie Walker Black Label - R420,price drop while stock lasts,
Johnnie Walker,Red Label,blend,,1000,362.18,step_up,1,light,entry,retail_chain,eye_level,promo_stack,0,East Rand,12,gift,host gift,primary,0,,1,exploratory,Johnnie Walker Red Label whisky,Johnnie Walker Red Label - R362,,staff said peat was a hard sell here
Laphroaig,10,single_malt,10.0,750,1009.48,stretch,0,heavy,distinctive,retail_chain,lower,promo_stack,1,Randburg,13,mixed,birthday run,primary,0,82.0,1,familiar,Laphroaig 10 Scotch 750ml,L 10 750,gift ready bottle special,"Premium shelf got traffic, but not much conversion late week."
Glenlivet,12,single_malt,12.0,750,450.45,step_up,0,light,premium,retail_chain,lower,promo_stack,1,Randburg,13,self,weekend top-up,primary,0,,1,exploratory,Glenlivet 12 Scotch 750ml,Glenlivet 12 whisky,bundle with glassware,
Johnnie Walker,Red Label,blend,,1000,396.08,step_up,0,light,entry,premium_store,lower,standard,0,Rosebank,20,self,last-minute dinner,primary,1,30.0,1,familiar,Johnnie Walker Red Label single malt,Johnnie Walker Red Label Gift,,
Lagavulin,16,single_malt,16.0,750,1465.81,top_shelf,0,heavy,distinctive,retail_chain,eye_level,standard,0,Midrand,47,mixed,try something else,primary,1,51.0,1,preference_led,Lagavulin 16 Scotch 750ml,L 16 750,,picked from the feature end after a long look
Johnnie Walker,Black Label,blend,12.0,1000,576.57,premium_window,0,medium,core,liquor_store,eye_level,promo_stack,0,East Rand,52,mixed,special bottle,primary,0,,1,exploratory,Johnnie Walker Black Label Scotch 1000ml,Johnnie Walker Black Label 1000 ml,,"shopper hovered, then came back after another aisle"
Johnnie Walker,Red Label,blend,,750,233.56,budget_edge,0,light,entry,liquor_store,end_cap,standard,0,East Rand,46,self,special bottle,primary,0,,1,preference_led,Johnnie Walker Red Label single malt,Johnnie Walker Red Label Gift,,"buyer seemed curious, not fully convinced"
Glenlivet,12,single_malt,12.0,750,531.11,premium_window,1,light,premium,retail_chain,eye_level,standard,0,Midrand,38,mixed,quiet pour,primary,0,,1,preference_led,Glenlivet 12 gift pack,G 12 750,,"shopper hovered, then came back after another aisle"
Lagavulin,16,single_malt,16.0,750,1315.41,top_shelf,0,heavy,distinctive,liquor_store,eye_level,standard,1,Sandton,19,self,try something else,primary,1,19.0,1,preference_led,Lagavulin 16 Scotch 750ml,Lagavulin 16 750ML,shelf talker only,staff said peat was a hard sell here
Monkey Shoulder,Blended Malt,blend,,750,400.71,step_up,1,medium,core,retail_chain,end_cap,standard,0,East Rand,16,self,weekend top-up,primary,1,15.0,2,familiar,Monkey Shoulder Blended Malt 750ml gift box,Monkey Shoulder Blended Malt - R401,,"premium shelf got traffic, but not much conversion late week"
Glenlivet,12,single_malt,12.0,700,416.15,step_up,0,light,premium,retail_chain,eye_level,promo_stack,0,Soweto,25,self,month-end stock-up,primary,1,31.0,1,familiar,Glenlivet 12 single malt,Glenlivet 12 700ML,,promo got attention but not a big basket
Laphroaig,10,single_malt,10.0,750,1109.84,top_shelf,1,heavy,distinctive,liquor_store,end_cap,standard,0,West Rand,24,gift,try something else,primary,0,,1,exploratory,Laphroaig 10 Scotch 750ml,L 10 750,,looked like a gift decision more than a regular buy
Monkey Shoulder,Blended Malt,blend,,750,398.71,step_up,0,medium,core,retail_chain,eye_level,standard,0,Centurion,41,self,special bottle,add_on,1,53.0,2,preference_led,Monkey Shoulder Blended Malt Scotch 750ml,Monkey Shoulder Blended Malt 750 ml,,
Johnnie Walker,Red Label,blend,,750,236.94,budget_edge,0,light,entry,retail_chain,lower,standard,1,East Rand,39,self,last-minute dinner,primary,1,11.0,1,entry,Johnnie Walker Red Label single malt,J Walker Red Label Gift,premium pour week,
Glenlivet,12,single_malt,12.0,700,422.14,step_up,0,light,premium,liquor_store,feature_display,standard,0,Sandton,52,self,braai night,primary,0,,1,familiar,Glenlivet 12 gift pack,Glenlivet 12 700ML,,picked from the feature end after a long look
Glenlivet,12,single_malt,12.0,750,467.25,step_up,0,light,premium,retail_chain,eye_level,standard,0,West Rand,17,mixed,braai night,primary,0,,1,preference_led,Glenlivet 12 Scotch 750ml,Glenlivet 12 Gift,,"repeat-looking purchase, no real hesitation"
Chivas Regal,12,blend,12.0,1000,685.65,premium_window,0,light,core,premium_store,eye_level,promo_stack,1,East Rand,37,mixed,host gift,primary,1,40.0,1,familiar,Chivas Regal 12 Scotch 1000ml,Chivas Regal 12 Gift,price drop while stock lasts,"shopper hovered, then came back after another aisle"
Monkey Shoulder,Blended Malt,blend,,750,402.68,step_up,0,medium,core,premium_store,lower,gift_section,1,Fourways,9,self,quiet pour,add_on,0,,1,entry,Monkey Shoulder Blended Malt whisky,Monkey Shoulder Blended Malt 750 ML,shelf talker only,"buyer seemed curious, not fully convinced"
Johnnie Walker,Red Label,blend,,750,240.73,budget_edge,0,light,entry,liquor_store,feature_display,standard,0,Pretoria East,22,self,try something else,primary,0,,1,entry,Johnnie Walker Red Label whisky,Johnnie Walker Red Label Gift,,"repeat-looking purchase, no real hesitation"
Glenfiddich,12,single_malt,12.0,750,490.25,premium_window,0,light,premium,retail_chain,lower,standard,0,Randburg,42,self,month-end stock-up,primary,0,,1,exploratory,Glenfiddich 12 whisky,Glenfiddich 12 Gift,,"buyer seemed curious, not fully convinced"
Johnnie Walker,Black Label,blend,12.0,1000,672.13,premium_window,1,medium,core,premium_store,eye_level,standard,0,West Rand,11,self,,primary,1,31.0,1,entry,Johnnie Walker Black Label whisky gift box,Johnnie Walker Black Label / R672,,"Repeat-looking purchase, no real hesitation."
Johnnie Walker,Red Label,blend,,750,265.89,budget_edge,0,light,entry,retail_chain,end_cap,standard,0,Midrand,22,self,,primary,0,86.0,1,entry,Johnnie Walker Red Label Scotch 750ml,J Walker Red Label 750ML,,
Glenfiddich,12,single_malt,12.0,700,483.28,premium_window,0,light,premium,liquor_store,lower,promo_stack,1,Rosebank,23,mixed,,primary,0,,1,exploratory,Glenfiddich 12 gift pack,Glenfiddich 12 Gift,price drop while stock lasts,promo got attention but not a big basket
Johnnie Walker,Red Label,blend,,1000,317.76,budget_edge,0,light,entry,retail_chain,eye_level,promo_stack,0,Centurion,32,mixed,,primary,0,,1,familiar,Johnnie Walker Red Label gift pack,Johnnie Walker Red Label Gift,,buyer traded up from a usual blend
Chivas Regal,12,blend,12.0,750,432.81,step_up,1,light,core,liquor_store,eye_level,standard,0,Centurion,13,self,try something else,primary,0,,1,familiar,Chivas Regal 12 750ml gift box,Chivas Regal 12 750ML,,promo got attention but not a big basket
Johnnie Walker,Red Label,blend,,750,219.0,budget_edge,0,light,entry,retail_chain,lower,standard,0,West Rand,39,mixed,try something else,add_on,0,95.0,1,entry,Johnnie Walker Red Label gift pack,Johnnie Walker Red Label whisky,,picked from the feature end after a long look
Lagavulin,16,single_malt,16.0,750,1312.41,top_shelf,0,heavy,distinctive,liquor_store,lower,standard,0,Centurion,15,self,special bottle,primary,1,84.0,1,preference_led,Lagavulin 16 blend,Lagavulin 16 750ML,,
Glenfiddich,12,single_malt,12.0,750,486.99,premium_window,1,light,premium,retail_chain,lower,standard,0,Rosebank,14,mixed,,primary,0,37.0,1,familiar,Glenfiddich 12 blend gift box,Glenfiddich 12 - R487,,
Johnnie Walker,Black Label,blend,12.0,750,440.63,step_up,0,medium,core,liquor_store,lower,standard,0,Soweto,43,mixed,quiet pour,primary,1,10.0,1,familiar,Johnnie Walker Black Label 750ml,Johnnie Walker Black Label whisky,,"shopper hovered, then came back after another aisle"
Johnnie Walker,Black Label,blend,12.0,750,431.53,step_up,0,medium,core,retail_chain,lower,standard,0,West Rand,48,mixed,,primary,1,24.0,1,familiar,Johnnie Walker Black Label single malt,Johnnie Walker Black Label Gift,,staff said peat was a hard sell here
Monkey Shoulder,Blended Malt,blend,,750,343.19,budget_edge,0,medium,core,liquor_store,eye_level,gift_section,0,Sandton,11,mixed,,add_on,0,,1,exploratory,Monkey Shoulder Blended Malt single malt,Monkey Shoulder Blended Malt 750 ML,,
Johnnie Walker,Black Label,blend,12.0,750,469.93,step_up,0,medium,core,liquor_store,end_cap,gift_section,1,West Rand,34,mixed,host gift,primary,0,32.0,1,entry,Johnnie Walker Black Label 750ml,JW Black Label 750,2 for less on selected whisky,Promo got attention but not a big basket.
Glenlivet,12,single_malt,12.0,750,512.63,step_up,0,light,premium,liquor_store,feature_display,gift_section,1,East Rand,50,self,quiet pour,primary,0,,1,familiar,Glenlivet 12 single malt,Glenlivet 12 - R513,bundle with glassware,Promo got attention but not a big basket.
Johnnie Walker,Black Label,blend,12.0,750,348.23,step_up,1,medium,core,retail_chain,lower,promo_stack,0,East Rand,1,self,month-end stock-up,primary,0,,1,preference_led,Johnnie Walker Black Label whisky,JW Black Label 750,,
Johnnie Walker,Black Label,blend,12.0,1000,536.17,premium_window,0,medium,core,retail_chain,lower,standard,0,Centurion,19,self,special bottle,primary,0,,1,exploratory,Johnnie Walker Black Label single malt,J Walker Black Label WHSKY,,promo got attention but not a big basket
Chivas Regal,12,blend,12.0,750,389.76,step_up,0,light,core,liquor_store,end_cap,gift_section,0,Centurion,8,gift,host gift,primary,1,5.0,1,exploratory,Chivas Regal 12 blend,Chivas Regal 12 750 ML,,
Johnnie Walker,Red Label,blend,,1000,363.08,step_up,0,light,entry,retail_chain,eye_level,standard,0,Pretoria East,1,mixed,,primary,1,26.0,1,familiar,Johnnie Walker Red Label whisky,JW Red Label 1000,,looked like a gift decision more than a regular buy
Laphroaig,10,single_malt,10.0,750,1066.39,top_shelf,0,heavy,distinctive,retail_chain,lower,standard,0,Sandton,48,gift,,primary,0,,1,familiar,Laphroaig 10 750ml,Laphroaig 10 - R1066,,
Glenlivet,12,single_malt,12.0,750,474.06,step_up,0,light,premium,liquor_store,end_cap,gift_section,0,Centurion,28,self,special bottle,primary,0,38.0,1,entry,Glenlivet 12 750ml,Glenlivet 12 750ML,,
Johnnie Walker,Black Label,blend,12.0,1000,527.85,premium_window,0,medium,core,liquor_store,feature_display,standard,1,Fourways,27,self,try something else,primary,0,47.0,1,familiar,Johnnie Walker Black Label blend,Johnnie Walker Black Label whisky,price drop while stock lasts,promo got attention but not a big basket
Glenlivet,12,single_malt,12.0,700,517.3,step_up,0,light,premium,premium_store,end_cap,promo_stack,0,Fourways,17,mixed,host gift,primary,0,,1,preference_led,Glenlivet 12 whisky,Glenlivet 12 - R517,,staff said peat was a hard sell here
Chivas Regal,12,blend,12.0,750,439.84,step_up,0,light,core,retail_chain,feature_display,standard,0,Midrand,4,self,quiet pour,add_on,0,84.0,1,exploratory,Chivas Regal 12 Scotch 750ml,Chivas Regal 12 750 ML,,asked for something smoother than usual
Glenlivet,12,single_malt,12.0,750,541.1,premium_window,0,light,premium,liquor_store,end_cap,gift_section,1,West Rand,21,mixed,weekend top-up,primary,0,51.0,1,entry,Glenlivet 12 Scotch 750ml,Glenlivet 12 - R541,price drop while stock lasts,"shopper hovered, then came back after another aisle"
